0.499813252;0.961973751
0.687504055;0.92802909
0.846239656;0.897663111
1.011610898;0.867312905
1.210619218;0.828705489
1.45650722;0.782393416
1.664477779;0.741723012
1.854265746;0.709867628
2.06878591;0.670776013
2.262940281;0.639973154
2.472549137;0.609728105
2.711027159;0.577467389
2.958381384;0.5447067
3.181089449;0.517619227
3.477191086;0.483411196
3.82861842;0.448813605
4.064397016;0.425404714
4.366675428;0.399548533
4.673205527;0.376828898
4.981890148;0.35515653
5.312636218;0.33457875
5.605436166;0.320163645
5.862645269;0.309311449
5.971256856;0.305401044
