X;Y
0.4839336019237086;0.0014692107527967434
0.4883042020881405;0.002480880828740594
0.5123425029925162;0.004336633624140638
0.5910133059522911;0.009329314023729914
0.7046489102275217;0.019102155198968875
0.8794729168047992;0.03872774076990933
1.1023735251908282;0.07183335947324528
1.3755360354678245;0.12189739223839238
1.7754459505133466;0.2068533943488302
2.118538063421254;0.2714666093039639
2.4725566767402407;0.317981787528683
2.970805095485482;0.3492886363804919
3.2986001078178777;0.35101921351978027
3.670101121794592;0.3492886363804919
4.019749134949147;0.3441479289361103
4.605409556983027;0.3441479289361103
4.963798770466445;0.34756659124492173
5.337485084525376;0.34756659124492173
5.684947797597715;0.34414792893610996
5.999631009436815;0.3407628925633809
