X;Y
0.49849530642270834;0.0015739753956412713
0.5724935500200939;0.0035576873139237224
0.6512658738495688;0.005998209868842558
0.8088105215085185;0.011803363153654184
1.016483011604407;0.022858376141274978
1.2718963040211895;0.03792754655955108
1.5750503987588655;0.05934729577290824
1.9187841754693016;0.0843684517755207
2.257743871947648;0.10896629510058588
2.6110258091222627;0.1313141202656787
2.9117928637438943;0.1476514819052052
3.37726568637261;0.1686975200870927
3.854673709581549;0.1846974512321848
4.217503807220343;0.1958502332778131
4.67342846938488;0.20878635841330384
5.274962578628143;0.21904615754323217
5.7404354012568595;0.22139372648443545
5.96959125239715;0.21904615754323223
