X;Y
0.5035175278017446;0.358730039913471
0.8554486593292954;0.461503636434385
1.225902481989875;0.5718117154178821
1.5660464464327708;0.6874916103615073
1.953339079214286;0.8020809256295025
2.3642060461651107;0.9148950928982187
2.916519018131793;1.016468175843762
3.3812701774696112;1.087644114038321
4.026196605101438;1.142128876207896
4.339398473350838;1.1814398779048434
4.9944281870552265;1.2175174480588917
5.368249771739993;1.2267076841642857
5.769013452618256;1.2313287837183435
5.981182460142042;1.2267076841642857
