0.504064938;0.643608238
0.644388514;0.626225318
0.85141266;0.602748074
1.040827799;0.577665753
1.270314902;0.54798903
1.526516649;0.515249372
1.796075718;0.480978246
1.998704782;0.456969482
2.239136573;0.429403068
2.432688681;0.409541311
2.686133643;0.386695487
2.923952044;0.366417883
3.206094097;0.34468242
3.537184317;0.317852582
3.936728122;0.293269757
4.289679036;0.271181541
4.598162903;0.253156207
4.890934172;0.239262107
5.190255046;0.226946795
5.498280046;0.217257539
5.806247688;0.208610292
5.945940322;0.202689478
