X;Y
0.4983082327419084;0.05107875541843804
0.6346268994063111;0.13990891218013968
0.7194104603805129;0.2230074485611976
0.8091812896473148;0.3092984419038044
1.015321712408119;0.5949691655012115
1.201513061998523;0.8963458800689335
1.4126407530519274;1.3153060302076587
1.6952526229659333;1.9228488241252946
2.0909092408455416;2.789958615790225
2.463291940026349;3.4179988939089303
2.8556237123775574;3.869511347748578
3.2329936798509653;4.078646733554094
3.685172671713374;4.20318909925308
4.040931143252181;4.266879204350046
4.50308467169979;4.41373282765332
4.955263663562199;4.41373282765332
5.409105078188809;4.397169289512314
5.799774427775818;4.347850693615736
6.012564541593421;4.219021940423286
