0.503018573;0.999885643
0.737144393;0.985294679
0.979967431;0.9651852
1.208393095;0.935433017
1.407941557;0.902248791
1.598839405;0.865622484
1.786858496;0.826929781
1.986439223;0.787542065
2.151317116;0.753685771
2.40584519;0.705310212
2.761563572;0.645856037
3.189548453;0.580851799
3.487386954;0.53865822
3.790975801;0.501975987
4.152369243;0.462507967
4.412572378;0.434118564
4.626489533;0.416091254
4.938693143;0.389743869
5.271112587;0.365454276
5.493680356;0.350869048
5.753815376;0.335575901
5.930125845;0.325838554
5.98213349;0.326502018
