X;Y
0.5142616535100314;2.7641631825434727
0.6339938782725705;2.848959286827381
0.8002886348872083;2.993363998372547
0.9283355974804792;3.0936776256975547
1.0979562492274095;3.241569847735269
1.2742286912389253;3.3872149004865117
1.4538270283827341;3.5491395735652884
1.6866396876432268;3.759890942235548
1.921115294469866;3.9722306405634966
2.1589167964287976;4.173570414878142
2.4017071410861686;4.325299957517096
2.637845695478954;4.470249428494611
2.880636040136325;4.6073830605130075
3.1250893323598423;4.761785701664279
3.3778573624140913;4.86758484407031
3.6705361340558533;5.044545179881164
4.0846100780263015;5.170810952518146
4.502009917129042;5.300237177638179
4.909432070834905;5.403137593411714
5.453215924964769;5.492926525821729
5.809086704120094;5.538378991509793
5.992010936396196;5.568889391903458
