X;Y
0.49040786647605317;0.001584556150916269
0.6341853990471173;0.006719480977599732
0.7196747427380201;0.011114739014841923
0.9042540075251971;0.022059612799150315
1.0538603589842772;0.034189984120275116
1.2462113822888088;0.051183097537933715
1.5512529040949854;0.08466230844343328
2.036987811429662;0.1424919469309206
2.3362005143478224;0.17701038357092105
2.6995302250341604;0.21238987936355677
3.002628807210999;0.23672167741990466
3.3989884915960946;0.260429235216549
3.787576417463836;0.28403581471144734
4.3218848155319805;0.30978221001844375
4.84842145508277;0.3349434627791091
5.3438710605641395;0.3482803899181654
5.730516046802542;0.3528430173975134
5.9675546815818645;0.3452714630760981
