X;Y
0.49240968535856555;0.052047065655599835
0.64321517896814;0.17088800764013942
0.8134099503275167;0.36543895014941136
1.0977860239912858;0.8325813660120609
1.4489473876821521;1.5762633336465028
1.881974590761073;2.5909886615682436
2.3623978061172886;3.64408723448765
2.7135591698081547;4.136242311225284
3.2004454777476377;4.559601649690828
3.5580699340217716;4.604251041821757
4.034184420989143;4.740839731262902
4.579238562178032;4.834142626331634
5.098440333033853;4.905322881156923
5.632722653250632;4.905322881156924
6.007582023080143;4.740839731262899
