0.504284366;0.645404728
0.674999935;0.622491222
0.978936527;0.585615819
1.270390424;0.548746611
1.516053789;0.515870351
1.803346787;0.479003208
2.078141603;0.445119936
2.294627055;0.422183715
2.556908201;0.394261987
2.831661718;0.368319181
3.077273459;0.345368505
3.410289878;0.317411673
3.689188805;0.294444478
4.001364596;0.273445879
4.380130247;0.249436567
4.704768083;0.232402007
4.996103245;0.218361642
5.32904739;0.204300627
5.645337617;0.19223299
5.832603857;0.187177274
5.97408989;0.184129391
