0.606156838;0.994970102
0.827167872;0.979936309
0.98206114;0.966041944
1.176123743;0.94057132
1.403994541;0.900918501
1.65445171;0.8509466
1.882607959;0.806108073
2.121914668;0.75870286
2.295025557;0.72774393
2.445575349;0.701089375
2.622929607;0.673598123
2.811799813;0.645233831
3.050605495;0.612486169
3.25858635;0.584167305
3.451080455;0.559413284
3.627988695;0.5400247
3.977983045;0.501238444
4.258584367;0.473092206
4.44308731;0.454622089
4.66963368;0.436251913
4.934500464;0.416171999
5.157076032;0.400493627
5.47172962;0.378731233
5.786036304;0.363270914
5.931772814;0.354613201
