0.486384232;0.482554644
0.64417342;0.469381825
0.797567526;0.455677486
1.079967691;0.42925298
1.364637095;0.401791722
1.604868132;0.377872342
1.844927093;0.35707899
2.1272699;0.331696494
2.344980621;0.315018603
2.562720021;0.297819707
2.791404108;0.282731119
3.059988085;0.266174159
3.421757843;0.244627979
3.694708223;0.229123544
4.00732906;0.216318774
4.324545733;0.200398491
4.608354762;0.188567379
4.940796488;0.177372944
5.251033369;0.167688946
5.598814864;0.159136341
5.826896688;0.154988855
5.968571769;0.153241338
